Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2020/1/1,00:00:0,52.173608892289806,4.462168129778385,0,-1,0,fake,-1,1
2020/1/1,00:00:1,52.17361969607338,4.4621653107575545,0,-1,0,fake,-1,1
2020/1/1,00:00:2,52.17363049985696,4.4621624917367235,0,-1,0,fake,-1,1
2020/1/1,00:00:3,52.17364130364054,4.4621596727158925,0,-1,0,fake,-1,1
2020/1/1,00:00:4,52.17365210742412,4.462156853695062,0,-1,0,fake,-1,1
2020/1/1,00:00:5,52.17366291120769,4.462154034674231,0,-1,0,fake,-1,1
2020/1/1,00:00:6,52.173673714991274,4.4621512156534004,0,-1,0,fake,-1,1
2020/1/1,00:00:7,52.17368451877485,4.4621483966325695,0,-1,0,fake,-1,1
2020/1/1,00:00:8,52.17369532255843,4.462145577611739,0,-1,0,fake,-1,1
2020/1/1,00:00:9,52.173706126342005,4.462142758590908,0,-1,0,fake,-1,1
2020/1/1,00:00:10,52.173716930125586,4.462139939570077,0,-1,0,fake,-1,1
2020/1/1,00:00:11,52.17372773390916,4.462137120549247,0,-1,0,fake,-1,1
2020/1/1,00:00:12,52.17373853769274,4.462134301528416,0,-1,0,fake,-1,1
2020/1/1,00:00:13,52.17374934147632,4.462131482507585,0,-1,0,fake,-1,1
2020/1/1,00:00:14,52.1737601452599,4.462128663486755,0,-1,0,fake,-1,1
2020/1/1,00:00:15,52.17377094904347,4.462125844465924,0,-1,0,fake,-1,1
2020/1/1,00:00:16,52.17376266114723,4.462137590508127,0,-1,0,fake,-1,1
2020/1/1,00:00:17,52.17375437325098,4.46214933655033,0,-1,0,fake,-1,1
2020/1/1,00:00:18,52.17374608535473,4.462161082592533,0,-1,0,fake,-1,1
2020/1/1,00:00:19,52.173737797458486,4.462172828634736,0,-1,0,fake,-1,1
2020/1/1,00:00:20,52.173729509562236,4.462184574676939,0,-1,0,fake,-1,1
2020/1/1,00:00:21,52.173721221665986,4.4621963207191415,0,-1,0,fake,-1,1
2020/1/1,00:00:22,52.173712933769735,4.462208066761344,0,-1,0,fake,-1,1
2020/1/1,00:00:23,52.17370464587349,4.462219812803547,0,-1,0,fake,-1,1
2020/1/1,00:00:24,52.17369635797724,4.46223155884575,0,-1,0,fake,-1,1
2020/1/1,00:00:25,52.17368807008099,4.462243304887953,0,-1,0,fake,-1,1
2020/1/1,00:00:26,52.17367978218475,4.462255050930156,0,-1,0,fake,-1,1
2020/1/1,00:00:27,52.1736714942885,4.462266796972359,0,-1,0,fake,-1,1
2020/1/1,00:00:28,52.17366320639225,4.462278543014562,0,-1,0,fake,-1,1
2020/1/1,00:00:29,52.173654918496,4.462290289056765,0,-1,0,fake,-1,1
