Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2020/1/1,00:00:0,52.173792029403,4.462140011537555,0,-1,0,fake,-1,1
2020/1/1,00:00:1,52.17378502591016,4.462136068844431,0,-1,0,fake,-1,1
2020/1/1,00:00:2,52.17377802241733,4.462132126151308,0,-1,0,fake,-1,1
2020/1/1,00:00:3,52.17377101892449,4.462128183458184,0,-1,0,fake,-1,1
2020/1/1,00:00:4,52.17376401543165,4.4621242407650605,0,-1,0,fake,-1,1
2020/1/1,00:00:5,52.17375701193881,4.4621202980719366,0,-1,0,fake,-1,1
2020/1/1,00:00:6,52.17375000844598,4.4621163553788135,0,-1,0,fake,-1,1
2020/1/1,00:00:7,52.17374300495314,4.4621124126856895,0,-1,0,fake,-1,1
2020/1/1,00:00:8,52.1737360014603,4.462108469992566,0,-1,0,fake,-1,1
2020/1/1,00:00:9,52.173728997967466,4.462104527299442,0,-1,0,fake,-1,1
2020/1/1,00:00:10,52.173721994474626,4.462100584606318,0,-1,0,fake,-1,1
2020/1/1,00:00:11,52.173714990981786,4.462096641913195,0,-1,0,fake,-1,1
2020/1/1,00:00:12,52.17370798748895,4.462092699220071,0,-1,0,fake,-1,1
2020/1/1,00:00:13,52.17370098399611,4.462088756526948,0,-1,0,fake,-1,1
2020/1/1,00:00:14,52.17369398050327,4.462084813833824,0,-1,0,fake,-1,1
2020/1/1,00:00:15,52.17369047875685,4.462082842487263,0,-1,0,fake,-1,1
2020/1/1,00:00:16,52.17369047875685,4.462082842487263,0,-1,0,fake,-1,1
2020/1/1,00:00:17,52.17369047875685,4.462082842487263,0,-1,0,fake,-1,1
2020/1/1,00:00:18,52.17369047875685,4.462082842487263,0,-1,0,fake,-1,1
2020/1/1,00:00:19,52.17369047875685,4.462082842487263,0,-1,0,fake,-1,1
2020/1/1,00:00:20,52.17368697701043,4.462080871140701,0,-1,0,fake,-1,1
2020/1/1,00:00:21,52.1736799735176,4.462076928447577,0,-1,0,fake,-1,1
2020/1/1,00:00:22,52.17367297002476,4.462072985754454,0,-1,0,fake,-1,1
2020/1/1,00:00:23,52.17366596653192,4.46206904306133,0,-1,0,fake,-1,1
2020/1/1,00:00:24,52.1736733406203,4.462066012868776,0,-1,0,fake,-1,1
2020/1/1,00:00:25,52.17368071470867,4.462062982676223,0,-1,0,fake,-1,1
2020/1/1,00:00:26,52.173688088797036,4.462059952483668,0,-1,0,fake,-1,1
2020/1/1,00:00:27,52.173695462885405,4.462056922291114,0,-1,0,fake,-1,1
2020/1/1,00:00:28,52.173702836973774,4.46205389209856,0,-1,0,fake,-1,1
2020/1/1,00:00:29,52.17371021106215,4.462050861906007,0,-1,0,fake,-1,1
2020/1/1,00:00:30,52.17371758515052,4.462047831713452,0,-1,0,fake,-1,1
2020/1/1,00:00:31,52.17372495923889,4.462044801520898,0,-1,0,fake,-1,1
2020/1/1,00:00:32,52.17373233332726,4.4620417713283445,0,-1,0,fake,-1,1
2020/1/1,00:00:33,52.17373970741563,4.462038741135791,0,-1,0,fake,-1,1
2020/1/1,00:00:34,52.173747081504004,4.462035710943236,0,-1,0,fake,-1,1
