Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2020/1/1,00:00:0,52.1736283755497,4.462072501302252,0,-1,0,fake,-1,1
2020/1/1,00:00:1,52.173637315040494,4.462078317032425,0,-1,0,fake,-1,1
2020/1/1,00:00:2,52.17364625453129,4.462084132762598,0,-1,0,fake,-1,1
2020/1/1,00:00:3,52.17365519402208,4.46208994849277,0,-1,0,fake,-1,1
2020/1/1,00:00:4,52.17366413351288,4.462095764222943,0,-1,0,fake,-1,1
2020/1/1,00:00:5,52.17367307300368,4.462101579953115,0,-1,0,fake,-1,1
2020/1/1,00:00:6,52.173682012494474,4.462107395683288,0,-1,0,fake,-1,1
2020/1/1,00:00:7,52.17369095198527,4.462113211413461,0,-1,0,fake,-1,1
2020/1/1,00:00:8,52.17369989147607,4.4621190271436335,0,-1,0,fake,-1,1
2020/1/1,00:00:9,52.17370883096686,4.4621248428738065,0,-1,0,fake,-1,1
2020/1/1,00:00:10,52.17371777045766,4.4621306586039795,0,-1,0,fake,-1,1
2020/1/1,00:00:11,52.173726709948454,4.462136474334152,0,-1,0,fake,-1,1
2020/1/1,00:00:12,52.17373564943925,4.462142290064325,0,-1,0,fake,-1,1
2020/1/1,00:00:13,52.17374458893005,4.462148105794497,0,-1,0,fake,-1,1
2020/1/1,00:00:14,52.17375352842084,4.46215392152467,0,-1,0,fake,-1,1
2020/1/1,00:00:15,52.17376246791164,4.462159737254843,0,-1,0,fake,-1,1
2020/1/1,00:00:16,52.173771407402434,4.462165552985015,0,-1,0,fake,-1,1
2020/1/1,00:00:17,52.17378034689323,4.462171368715188,0,-1,0,fake,-1,1
2020/1/1,00:00:18,52.17378928638403,4.462177184445361,0,-1,0,fake,-1,1
2020/1/1,00:00:19,52.17378242663009,4.462189127613871,0,-1,0,fake,-1,1
2020/1/1,00:00:20,52.17377556687615,4.462201070782381,0,-1,0,fake,-1,1
2020/1/1,00:00:21,52.173768707122214,4.462213013950892,0,-1,0,fake,-1,1
2020/1/1,00:00:22,52.173761847368276,4.462224957119402,0,-1,0,fake,-1,1
2020/1/1,00:00:23,52.17375498761434,4.462236900287913,0,-1,0,fake,-1,1
2020/1/1,00:00:24,52.1737481278604,4.462248843456424,0,-1,0,fake,-1,1
2020/1/1,00:00:25,52.17374126810646,4.462260786624935,0,-1,0,fake,-1,1
2020/1/1,00:00:26,52.17373440835253,4.462272729793445,0,-1,0,fake,-1,1
2020/1/1,00:00:27,52.17372754859859,4.462284672961956,0,-1,0,fake,-1,1
2020/1/1,00:00:28,52.173720688844654,4.462296616130466,0,-1,0,fake,-1,1
2020/1/1,00:00:29,52.173713829090715,4.462308559298976,0,-1,0,fake,-1,1
