Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2020/1/1,00:00:0,52.173777403133634,4.462080805957804,0,-1,0,fake,-1,1
2020/1/1,00:00:1,52.17376602893179,4.462082526959035,0,-1,0,fake,-1,1
2020/1/1,00:00:2,52.17375465472994,4.4620842479602665,0,-1,0,fake,-1,1
2020/1/1,00:00:3,52.17374328052809,4.462085968961498,0,-1,0,fake,-1,1
2020/1/1,00:00:4,52.17373190632624,4.462087689962728,0,-1,0,fake,-1,1
2020/1/1,00:00:5,52.17372053212439,4.4620894109639595,0,-1,0,fake,-1,1
2020/1/1,00:00:6,52.173709157922545,4.462091131965191,0,-1,0,fake,-1,1
2020/1/1,00:00:7,52.1736977837207,4.462092852966422,0,-1,0,fake,-1,1
2020/1/1,00:00:8,52.17368640951885,4.462094573967653,0,-1,0,fake,-1,1
2020/1/1,00:00:9,52.173675035317004,4.462096294968885,0,-1,0,fake,-1,1
2020/1/1,00:00:10,52.17366366111516,4.462098015970116,0,-1,0,fake,-1,1
2020/1/1,00:00:11,52.17365228691331,4.462099736971347,0,-1,0,fake,-1,1
2020/1/1,00:00:12,52.17364091271146,4.462101457972579,0,-1,0,fake,-1,1
2020/1/1,00:00:13,52.173629538509616,4.46210317897381,0,-1,0,fake,-1,1
2020/1/1,00:00:14,52.17361816430777,4.462104899975041,0,-1,0,fake,-1,1
2020/1/1,00:00:15,52.1736298222859,4.4621092857979265,0,-1,0,fake,-1,1
2020/1/1,00:00:16,52.17364148026404,4.462113671620813,0,-1,0,fake,-1,1
2020/1/1,00:00:17,52.17365313824217,4.462118057443698,0,-1,0,fake,-1,1
2020/1/1,00:00:18,52.17366479622031,4.462122443266583,0,-1,0,fake,-1,1
2020/1/1,00:00:19,52.17367645419844,4.46212682908947,0,-1,0,fake,-1,1
2020/1/1,00:00:20,52.17368811217658,4.462131214912355,0,-1,0,fake,-1,1
2020/1/1,00:00:21,52.17369977015471,4.46213560073524,0,-1,0,fake,-1,1
2020/1/1,00:00:22,52.17371142813285,4.4621399865581255,0,-1,0,fake,-1,1
2020/1/1,00:00:23,52.17372308611098,4.462144372381012,0,-1,0,fake,-1,1
2020/1/1,00:00:24,52.17373474408912,4.462148758203897,0,-1,0,fake,-1,1
2020/1/1,00:00:25,52.17374640206725,4.462153144026782,0,-1,0,fake,-1,1
2020/1/1,00:00:26,52.17375806004539,4.462157529849668,0,-1,0,fake,-1,1
2020/1/1,00:00:27,52.17376971802352,4.462161915672554,0,-1,0,fake,-1,1
2020/1/1,00:00:28,52.173781376001656,4.462166301495439,0,-1,0,fake,-1,1
2020/1/1,00:00:29,52.17379303397979,4.4621706873183244,0,-1,0,fake,-1,1
