Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2020/1/1,00:00:0,52.17361962928024,4.462093990517148,0,-1,0,fake,-1,1
2020/1/1,00:00:1,52.17362797248601,4.462088803251068,0,-1,0,fake,-1,1
2020/1/1,00:00:2,52.17363631569179,4.462083615984988,0,-1,0,fake,-1,1
2020/1/1,00:00:3,52.17364465889756,4.462078428718908,0,-1,0,fake,-1,1
2020/1/1,00:00:4,52.173653002103336,4.462073241452829,0,-1,0,fake,-1,1
2020/1/1,00:00:5,52.17366134530911,4.46206805418675,0,-1,0,fake,-1,1
2020/1/1,00:00:6,52.173669688514885,4.46206286692067,0,-1,0,fake,-1,1
2020/1/1,00:00:7,52.173678031720655,4.46205767965459,0,-1,0,fake,-1,1
2020/1/1,00:00:8,52.173686374926426,4.46205249238851,0,-1,0,fake,-1,1
2020/1/1,00:00:9,52.173694718132204,4.4620473051224305,0,-1,0,fake,-1,1
2020/1/1,00:00:10,52.173703061337974,4.462042117856352,0,-1,0,fake,-1,1
2020/1/1,00:00:11,52.17371140454375,4.462036930590272,0,-1,0,fake,-1,1
2020/1/1,00:00:12,52.17371974774952,4.462031743324192,0,-1,0,fake,-1,1
2020/1/1,00:00:13,52.17372333983278,4.462043787394945,0,-1,0,fake,-1,1
2020/1/1,00:00:14,52.17372693191604,4.462055831465699,0,-1,0,fake,-1,1
2020/1/1,00:00:15,52.1737305239993,4.4620678755364525,0,-1,0,fake,-1,1
2020/1/1,00:00:16,52.173734116082564,4.462079919607206,0,-1,0,fake,-1,1
2020/1/1,00:00:17,52.17373770816582,4.462091963677959,0,-1,0,fake,-1,1
2020/1/1,00:00:18,52.17374130024908,4.462104007748713,0,-1,0,fake,-1,1
2020/1/1,00:00:19,52.17374489233234,4.462116051819466,0,-1,0,fake,-1,1
2020/1/1,00:00:20,52.1737484844156,4.462128095890219,0,-1,0,fake,-1,1
2020/1/1,00:00:21,52.17375207649886,4.462140139960973,0,-1,0,fake,-1,1
2020/1/1,00:00:22,52.17375566858212,4.462152184031726,0,-1,0,fake,-1,1
2020/1/1,00:00:23,52.17375926066538,4.46216422810248,0,-1,0,fake,-1,1
2020/1/1,00:00:24,52.17376285274863,4.462176272173233,0,-1,0,fake,-1,1
2020/1/1,00:00:25,52.17376644483189,4.462188316243987,0,-1,0,fake,-1,1
2020/1/1,00:00:26,52.17377003691515,4.46220036031474,0,-1,0,fake,-1,1
2020/1/1,00:00:27,52.17377362899841,4.462212404385493,0,-1,0,fake,-1,1
2020/1/1,00:00:28,52.17377722108167,4.462224448456247,0,-1,0,fake,-1,1
2020/1/1,00:00:29,52.17378081316493,4.462236492527,0,-1,0,fake,-1,1
