Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2020/1/1,00:00:0,52.17378519090781,4.4621032211785385,0,-1,0,fake,-1,1
2020/1/1,00:00:1,52.17377513462646,4.462103036250261,0,-1,0,fake,-1,1
2020/1/1,00:00:2,52.173765078345106,4.462102851321984,0,-1,0,fake,-1,1
2020/1/1,00:00:3,52.17375502206376,4.462102666393707,0,-1,0,fake,-1,1
2020/1/1,00:00:4,52.17374496578241,4.46210248146543,0,-1,0,fake,-1,1
2020/1/1,00:00:5,52.17373490950106,4.462102296537153,0,-1,0,fake,-1,1
2020/1/1,00:00:6,52.17372485321971,4.462102111608876,0,-1,0,fake,-1,1
2020/1/1,00:00:7,52.173714796938356,4.462101926680599,0,-1,0,fake,-1,1
2020/1/1,00:00:8,52.17370474065701,4.462101741752321,0,-1,0,fake,-1,1
2020/1/1,00:00:9,52.17369468437566,4.462101556824044,0,-1,0,fake,-1,1
2020/1/1,00:00:10,52.17368462809431,4.462101371895767,0,-1,0,fake,-1,1
2020/1/1,00:00:11,52.17367457181296,4.462101186967491,0,-1,0,fake,-1,1
2020/1/1,00:00:12,52.173664515531605,4.462101002039214,0,-1,0,fake,-1,1
2020/1/1,00:00:13,52.17365445925026,4.462100817110937,0,-1,0,fake,-1,1
2020/1/1,00:00:14,52.17364440296891,4.4621006321826595,0,-1,0,fake,-1,1
2020/1/1,00:00:15,52.17363434668756,4.462100447254382,0,-1,0,fake,-1,1
2020/1/1,00:00:16,52.17363785158831,4.462115221059713,0,-1,0,fake,-1,1
2020/1/1,00:00:17,52.17364135648906,4.462129994865043,0,-1,0,fake,-1,1
2020/1/1,00:00:18,52.17364486138981,4.462144768670373,0,-1,0,fake,-1,1
2020/1/1,00:00:19,52.173648366290564,4.462159542475703,0,-1,0,fake,-1,1
2020/1/1,00:00:20,52.17365187119131,4.4621743162810334,0,-1,0,fake,-1,1
2020/1/1,00:00:21,52.173655376092064,4.462189090086364,0,-1,0,fake,-1,1
2020/1/1,00:00:22,52.17365888099282,4.462203863891695,0,-1,0,fake,-1,1
2020/1/1,00:00:23,52.173662385893564,4.462218637697025,0,-1,0,fake,-1,1
2020/1/1,00:00:24,52.17366589079432,4.462233411502355,0,-1,0,fake,-1,1
2020/1/1,00:00:25,52.17366939569507,4.462248185307685,0,-1,0,fake,-1,1
2020/1/1,00:00:26,52.17367290059582,4.462262959113016,0,-1,0,fake,-1,1
2020/1/1,00:00:27,52.17367640549657,4.462277732918346,0,-1,0,fake,-1,1
2020/1/1,00:00:28,52.173679910397325,4.462292506723676,0,-1,0,fake,-1,1
2020/1/1,00:00:29,52.17368341529807,4.462307280529007,0,-1,0,fake,-1,1
